ID,Reference,refyear,OriginalTitle,FrenchTitle,EnglishTitle,CommitteDecisionDate,kind,Genre,support,SecretariatDecision,firstfilm,secondfilm,budget,reason,Director,AnnouncedAmount,CoproducerId,country1,countryname1_english,percentage_participation,contributor_rank,majmin
8837,21-130-F,2021,Dormitory (Yurt),Le pensionnat,Dormitory,,Fiction,Drama,Inelegible,Withdrawal Secretariat,1,0,408007.0,,['Nehir Tuna'],"[69361.0, 110162.0, 228484.0]","[23084, 44199, 49319]","['FR ', 'DE ', 'TR ']","['France', 'Germany', 'Türkiye']","[0.17, 0.27, 0.56]","[3, 2, 1]","['Minority', 'Minority', 'Majority']"
8838,21-131-F,2021,Sidonie au Japon,Sidonie au Japon,Sidonie in Japan,2021-06-24 00:00:00.000,Fiction,Comedy,Rejected,Eligible,0,0,2473275.0,,['Elise Girard'],"[322845.0, 806456.0, 944425.0, 399549.0]","[12506, 41388, 45398, 50930]","['CH ', 'FR ', 'DE ', 'JP ']","['Switzerland', 'France', 'Germany', 'Japan']","[0.13053, 0.32607, 0.38185, 0.16155]","[4, 2, 1, 3]","['Minority', 'Minority', 'Majority', 'Minority']"
8839,21-132-F,2021,Terezin,Terezin,Terezin,2021-06-24 00:00:00.000,Fiction,Drama,Rejected,Eligible,1,0,1842268.0,,['Gabriele Guidi'],"[368447.0, 1473821.0]","[23652, 50720]","['CZ ', 'IT ']","['Czech Republic', 'Italy']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']"
8840,21-133-F,2021,Bigman (ex. Red ),,Bigman (ex. Red),2021-06-24 00:00:00.000,Fiction,Children/Family,Supported,Eligible,0,0,1874729.0,,['Camiel Schouwenaar'],"[1527529.0, 448990.0]","[15297, 21951]","['NL ', 'DE ']","['Netherlands', 'Germany']","[0.8148, 0.2395]","[1, 4]","['Majority', 'Minority']"
8840,21-133-F,2021,Bigman (ex. Red ),,Red,2021-06-24 00:00:00.000,Fiction,Children/Family,Supported,Eligible,0,0,1874729.0,,['Camiel Schouwenaar'],"[1527529.0, 448990.0]","[15297, 21951]","['NL ', 'DE ']","['Netherlands', 'Germany']","[0.8148, 0.2395]","[1, 4]","['Majority', 'Minority']"
8841,21-134-F,2021,Something You Said Last Night,,Something You Said Last Night,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,0,1,1392149.0,,['Luis De Filippis'],"[459575.0, 955887.0]","[39440, 48806]","['CH ', 'CA ']","['Switzerland', 'Canada']","[0.33012, 0.68663]","[3, 1]","['Minority', 'Majority']"
8842,21-135-F,2021,The Editorial Office,La Rédaction,The Editorial Office,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,0,1,1010000.0,,['Roman Bondarchuk'],"[127018.0, 122503.0, 293513.0, 681420.0]","[46507, 47931, 49300, 49721]","['SK ', 'CZ ', 'DE ', 'UA ']","['Slovakia', 'Czech Republic', 'Germany', 'Ukraine']","[0.12576, 0.12129, 0.29061, 0.67467]","[7, 8, 4, 3]","['Minority', 'Minority', 'Minority', 'Minority']"
8843,21-136-F,2021,Under the Naked Sky (Onder de Blote Hemel),,Under the Naked Sky,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,1,0,1275059.0,,['Lilian Sijbesma'],"[413123.0, 1265981.0]","[15109, 36082]","['BE ', 'NL ']","['Belgium', 'Netherlands']","[0.324, 0.99288]","[5, 1]","['Minority', 'Majority']"
8844,21-137-F,2021,The Jew,LE JUIF,The Jew,2021-06-24 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,2373179.0,,['Dmitriy Fiks'],"[356408.0, 355350.0, 1661421.0]","[26554, 41865, 49297]","['FR ', 'LV ', 'RU ']","['France', 'Latvia', 'Russia']","[0.15018, 0.14974, 0.70008]","[2, 3, 1]","['Minority', 'Minority', 'Majority']"
8845,21-138-F,2021,A Happy Day,,A Happy Day,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,2049522.0,,['Hisham Zaman'],"[409808.0, 1639715.0]","[370, 48326]","['DK ', 'NO ']","['Denmark', 'Norway']","[0.19995, 0.80005]","[4, 1]","['Minority', 'Majority']"
8846,21-139-F,2021,Budapest Diaries (Dziennik z wycieczki),,Budapest Diaries,,Fiction,Drama,Inelegible,Withdrawal Producer,0,0,2405016.0,,['Rafal  Kapelinski'],"[1598795.0, 806221.0]","[32521, 50862]","['PL ', 'HU ']","['Poland', 'Hungary']","[0.66478, 0.33522]","[1, 2]","['Majority', 'Minority']"
8847,21-140-F,2021,The Gym (La palestra),La salle de gym,The Gym,2021-06-24 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,1,3515381.0,,['Stefano Cipani'],"[2812305.0, 703076.0]","[16147, 32544]","['IT ', 'PL ']","['Italy', 'Poland']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']"
8848,21-141-F,2021,Operation Napoleon (Napóleonsskjölin),L´Opération Napoléon,Operation Napoleon,2021-06-24 00:00:00.000,Fiction,Action/Fantasy/Genre,Rejected,Eligible,0,0,5971450.0,,['Oskar Axelsson'],"[2980070.0, 2991380.0]","[295, 49614]","['IS ', 'DE ']","['Iceland', 'Germany']","[0.49905, 0.50095]","[2, 1]","['Minority', 'Majority']"
8849,21-142-F,2021,Shttl,Shttl,Shttl,,Fiction,Drama,Inelegible,Withdrawal Secretariat,1,0,996859.0,,['Adi Walter'],"[543688.0, 227084.0, 226087.0]","[47062, 49170, 49172]","['UA ', 'FR ', 'BE ']","['Ukraine', 'France', 'Belgium']","[0.5454, 0.2278, 0.2268]","[1, 2, 3]","['Majority', 'Minority', 'Minority']"
8850,21-143-F,2021,Norwegian Dream (Den norske drømmen),Le rêve norvégien,Norwegian Dream,2021-06-24 00:00:00.000,Fiction,Drama,Rejected,Eligible,1,0,1022548.0,,['Leiv Igor Devold'],"[150000.0, 711344.0, 161204.0]","[15115, 48797, 50969]","['DE ', 'NO ', 'PL ']","['Germany', 'Norway', 'Poland']","[0.14669, 0.69566, 0.15765]","[3, 1, 2]","['Minority', 'Majority', 'Minority']"
8851,21-144-F,2021,Manticore (Mantícora),MANTICORE,Manticore,2021-06-24 00:00:00.000,Fiction,Thriller,Rejected,Eligible,0,0,1868349.0,,['Carlos  Vermut'],"[373677.0, 1494672.0]","[43704, 51003]","['RO ', 'ES ']","['Romania', 'Spain']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']"
8852,21-145-F,2021,We are Zombies (ex The Z Word),,We are Zombies (ex The Z Word),2021-06-24 00:00:00.000,Fiction,Action/Fantasy/Genre,Supported,Eligible,0,0,3455079.0,,"['Francois Simard', 'Anouk Whissell', 'Yohann-Karl Whissell']","[824097.0, 2371758.0]","[28309, 39298]","['FR ', 'CA ']","['France', 'Canada']","[0.23852, 0.68646]","[3, 2]","['Minority', 'Minority']"
8853,21-146-F,2021,Deep Frozen Goods (working title),Produits surgelés (working title),Deep Frozen Goods (working title),2021-06-24 00:00:00.000,Fiction,Drama,Rejected,Eligible,1,0,1580391.0,,['Anna Maliszewska'],"[1228027.0, 352364.0]","[23957, 50781]","['PL ', 'UA ']","['Poland', 'Ukraine']","[0.77704, 0.22296]","[1, 2]","['Majority', 'Minority']"
8854,21-147-F,2021,Prisoners of Conscience,,PRISONERS OF CONSCIENCE,,Fiction,Drama,Inelegible,Withdrawal Producer,0,0,7003239.0,,['Anita Doron'],"[1698590.0, 5304649.0]","[51002, 51036]","['CA ', 'LV ']","['Canada', 'Latvia']","[0.24254, 0.75746]","[2, 1]","['Minority', 'Majority']"
8855,21-148-F,2021,Black Box,Black Box,Black Box,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,3000000.0,,['Asli Ozge'],"[573585.0, 2396541.0, 2212415.0]","[190, 19222, 50996]","['BE ', 'DE ', 'DE ']","['Belgium', 'Germany', 'Germany']","[0.1912, 0.79885, 0.73747]","[4, 1, 2]","['Minority', 'Majority', 'Minority']"
8856,21-149-F,2021,Electric Child,Electric Child,Electric Child,2021-06-24 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,4073735.0,,['Simon  Jaquemet'],"[894600.0, 3179135.0]","[26953, 37845]","['DE ', 'CH ']","['Germany', 'Switzerland']","[0.2196, 0.7804]","[2, 1]","['Minority', 'Majority']"
8857,21-150-F,2021,Banzo,Banzo,Banzo,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,1475000.0,,['Margarida Cardoso'],"[481625.0, 324986.0, 561000.0, 1251762.0]","[17705, 35708, 36561, 45956]","['FR ', 'NL ', 'FR ', 'PT ']","['France', 'Netherlands', 'France', 'Portugal']","[0.32653, 0.22033, 0.38034, 0.84865]","[4, 5, 3, 1]","['Minority', 'Minority', 'Minority', 'Majority']"
8858,21-151-F,2021,Les damnés ne pleurent pas,Les damnés ne pleurent pas,The Damned Don't Cry,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,0,1,1721424.0,,['Fyzal Boulifa'],"[406207.0, 1069413.0, 449807.0]","[24313, 38147, 46519]","['BE ', 'FR ', 'MA ']","['Belgium', 'France', 'Morocco']","[0.23597, 0.62124, 0.2613]","[4, 2, 3]","['Minority', 'Minority', 'Minority']"
8859,21-152-C (U),2021,How to save a dead friend,Comment sauver un ami mort,How to save a dead friend,,Documentary,Drama,Inelegible,Withdrawal Producer,1,0,519274.0,,['Marusya Syroechkovskaya'],"[61300.0, 341930.0, 59986.0, 56058.0]","[41301, 49337, 49514, 49532]","['FR ', 'SE ', 'NO ', 'RU ']","['France', 'Sweden', 'Norway', 'Russia']","[0.11805, 0.65848, 0.11552, 0.10795]","[2, 1, 3, 4]","['Minority', 'Majority', 'Minority', 'Minority']"
8860,21-153-F,2021,Baghdad Messi,Baghdad Messi,Baghdad Messi,2021-06-24 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,1,2329516.0,,['Sahim Omar Kalifa'],"[364075.0, 1570566.0, 394875.0]","[15361, 48001, 51120]","['DE ', 'BE ', 'NL ']","['Germany', 'Belgium', 'Netherlands']","[0.15629, 0.6742, 0.16951]","[3, 1, 2]","['Minority', 'Majority', 'Minority']"
8861,21-154-F,2021,Les Enfants Rouges (Red Path),Les Enfants Rouges,Red Path,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,0,1,1232130.0,,['Lotfi Achour'],"[497633.0, 177825.0, 658552.0, 357904.0]","[353, 41305, 50832, 50950]","['BE ', 'PL ', 'FR ', 'TN ']","['Belgium', 'Poland', 'France', 'Tunisia']","[0.40388, 0.14432, 0.53448, 0.29048]","[2, 7, 1, 4]","['Minority', 'Minority', 'Majority', 'Minority']"
8862,21-155-F,2021,Sirocco and the Kingdom of the Winds,Sirocco et le royaume des courants d'air,Sirocco and the kingdom of the winds,2021-06-24 00:00:00.000,Animation,Drama,Rejected,Eligible,0,1,5349609.0,,['Benoit Chieux'],"[620000.0, 4729609.0]","[30821, 39982]","['BE ', 'FR ']","['Belgium', 'France']","[0.1159, 0.8841]","[2, 1]","['Minority', 'Majority']"
8863,21-156-F,2021,Music (Musik),Musique,Music,2021-06-24 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,2236916.0,,['Angela Schanelec'],"[470472.0, 1766444.0]","[17705, 49590]","['FR ', 'DE ']","['France', 'Germany']","[0.21032, 0.78968]","[2, 1]","['Minority', 'Majority']"
8864,21-157-C,2021,Irena,,Irena,2021-06-24 00:00:00.000,Documentary,Drama,Supported,Eligible,0,0,448500.0,,['Giedre Zickyte'],"[94012.0, 61114.0, 361884.0]","[12435, 25791, 41377]","['EE ', 'BG ', 'LT ']","['Estonia', 'Bulgaria', 'Lithuania']","[0.20961, 0.13626, 0.80688]","[3, 5, 1]","['Minority', 'Minority', 'Majority']"
8865,21-158-F,2021,May Labor Day (Praznik Rada),La fête du travail,May Labor Day,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,1059246.0,,['Pjer Zalica'],"[112631.0, 94840.0, 137597.0, 561806.0]","[278, 14467, 41204, 50827]","['HR ', 'MK ', 'RS ', 'BA ']","['Croatia', 'North Macedonia', 'Serbia', 'Bosnia-Herzegovina']","[0.10633, 0.08954, 0.1299, 0.53038]","[10, 12, 5, 3]","['Minority', 'Minority', 'Minority', 'Minority']"
8866,21-159-F,2021,Transamazonia,Transamazonia,Transamazonia,2021-06-24 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,3939571.0,,['Pia Marais'],"[2246932.0, 1692639.0]","[18905, 29122]","['FR ', 'DE ']","['France', 'Germany']","[0.57035, 0.42965]","[1, 2]","['Majority', 'Minority']"
8867,21-160-F,2021,The Man From Rome (De Man uit Rome),L'homme de Rome,The Man From Rome,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,2280450.0,,['Jaap van Heusden'],"[2015483.0, 573449.0]","[156, 47541]","['NL ', 'DE ']","['Netherlands', 'Germany']","[0.88381, 0.25146]","[1, 3]","['Majority', 'Minority']"
8868,21-161-C,2021,Strandzha,Strandzha,Strandzha,2021-06-24 00:00:00.000,Documentary,Drama,Supported,Eligible,1,0,368644.0,,['Pepa Hristova'],"[74121.0, 294523.0]","[25791, 50951]","['BG ', 'DE ']","['Bulgaria', 'Germany']","[0.20106, 0.79894]","[2, 1]","['Minority', 'Majority']"
8869,21-162-F,2021,Conan La Barbare,Conan La Barbare,She is Conan,2021-06-24 00:00:00.000,Fiction,Action/Fantasy/Genre,Rejected,Eligible,0,1,2799038.0,,['Bertrand Mandico'],"[584420.0, 1475090.0, 739528.0]","[21391, 35513, 39817]","['BE ', 'LU ', 'FR ']","['Belgium', 'Luxembourg', 'France']","[0.20879, 0.527, 0.26421]","[3, 1, 2]","['Minority', 'Majority', 'Minority']"
8870,21-163-F,2021,Gondola,Gondola,Gondola,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,500000.0,,['Veit Helmer'],"[90000.0, 360000.0]","[43796, 51075]","['GE ', 'DE ']","['Georgia', 'Germany']","[0.18, 0.72]","[4, 2]","['Minority', 'Minority']"
8871,21-164-F,2021,Face à Toi,Face à Toi,The Leavers,,Fiction,Comedy,Inelegible,Withdrawal Producer,1,0,3877573.0,,['Stephane Freiss'],"[2428023.0, 1449550.0]","[22928, 50738]","['IT ', 'FR ']","['Italy', 'France']","[0.62617, 0.37383]","[1, 2]","['Majority', 'Minority']"
8872,21-165-F (U),2021,Winter's Journey,,Winter's Journey,2021-06-24 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,5250100.0,,['Alex Helfrecht'],"[1188950.0, 2544819.0, 546787.0, 969544.0]","[32176, 46277, 48431, 49544]","['BE ', 'DE ', 'FR ', 'PL ']","['Belgium', 'Germany', 'France', 'Poland']","[0.22646, 0.48472, 0.10415, 0.18467]","[2, 1, 4, 3]","['Minority', 'Majority', 'Minority', 'Minority']"
8873,21-166-F,2021,The closet,L'armoire,The closet,,Fiction,Action/Fantasy/Genre,Inelegible,Withdrawal Producer,0,0,1500000.0,,['Maurizio Fiume'],"[900000.0, 300000.0, 300000.0]","[50975, 51405, 51446]","['IT ', 'DE ', 'GR ']","['Italy', 'Germany', 'Greece']","[0.6, 0.2, 0.2]","[1, 2, 2]","['Majority', 'Minority', 'Minority']"
8874,21-167-F,2021,Anxiety (Lek),L'angoisse ....,Anxiety,2021-06-24 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,2096232.0,,['Slawomir Fabicki'],"[1326159.0, 238550.0, 655162.0]","[11942, 24003, 39440]","['PL ', 'DE ', 'CH ']","['Poland', 'Germany', 'Switzerland']","[0.63264, 0.1138, 0.31254]","[1, 5, 3]","['Majority', 'Minority', 'Minority']"
8879,21-168-F,2021,Mother Mara (Majka Mara),La Mère Mara,Mother Mara,2021-12-08 00:00:00.000,Fiction,Drama,Supported,Eligible,0,1,1005501.0,,['Mirjana Karanovich'],"[100550.0, 239373.0, 712186.0, 135698.0, 100550.0, 269694.0]","[83, 18230, 31559, 37276, 51604, 54089]","['BA ', 'LU ', 'RS ', 'SI ', 'ME ', 'CH ']","['Bosnia-Herzegovina', 'Luxembourg', 'Serbia', 'Slovenia', 'Montenegro', 'Switzerland']","[0.1, 0.23806, 0.70829, 0.13496, 0.1, 0.26822]","[9, 6, 1, 7, 9, 4]","['Minority', 'Minority', 'Majority', 'Minority', 'Minority', 'Minority']"
8880,21-169-F,2021,Complètement Cramé !,Complètement Cramé !,Well Done !,2021-12-08 00:00:00.000,Fiction,Comedy,Rejected,Eligible,1,0,6027763.0,,['Gilles Legardinier'],"[3127648.0, 2900115.0]","[26724, 27296]","['LU ', 'FR ']","['Luxembourg', 'France']","[0.51887, 0.48113]","[1, 2]","['Majority', 'Minority']"
8881,21-170-F,2021,When We Lost to the Germans (Toen we van de Duitsers verloren),Le jour où on a perdu contre les Allemands,When We Lost to the Germans,2021-12-08 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,2057433.0,,['Guido Van Driel'],"[1595712.0, 461808.0]","[28046, 43213]","['NL ', 'BE ']","['Netherlands', 'Belgium']","[0.77558, 0.22446]","[2, 5]","['Minority', 'Minority']"
8882,21-171-F,2021,Woken,,Woken,2021-12-08 00:00:00.000,Fiction,Action/Fantasy/Genre,Rejected,Eligible,1,0,2890400.0,,['Alan Friel'],"[578080.0, 2312320.0]","[15729, 36269]","['IT ', 'IE ']","['Italy', 'Ireland']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']"
8883,21-172-F,2021,15 Years (15 Jahre),15 Ans,15 Years,2021-12-08 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,6680866.0,,['Chris Kraus'],"[1309200.0, 958328.0, 4413338.0]","[89, 297, 9783]","['AT ', 'LU ', 'DE ']","['Austria', 'Luxembourg', 'Germany']","[0.19596, 0.14344, 0.66059]","[2, 3, 1]","['Minority', 'Minority', 'Majority']"
8884,21-173-F,2021,R.M.N.,R.M.N.,R.M.N.,2021-12-08 00:00:00.000,Fiction,Thriller,Supported,Eligible,0,0,2826350.0,,['Cristian Mungiu'],"[282635.0, 1102277.0, 1724073.0]","[190, 14826, 19371]","['BE ', 'FR ', 'RO ']","['Belgium', 'France', 'Romania']","[0.1, 0.39, 0.61]","[5, 3, 1]","['Minority', 'Minority', 'Majority']"
8885,21-174-F,2021,Jeanne du Barry,Jeanne du Barry,Jeanne du Barry,2021-12-08 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,19588406.0,,['Maiwenn'],"[1958841.0, 17629565.0]","[190, 14826]","['BE ', 'FR ']","['Belgium', 'France']","[0.1, 0.9]","[2, 1]","['Minority', 'Majority']"
8886,21-175-F,2021,Restless,,Restless,2021-12-08 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,1,2687200.0,,['Elmar Imanov'],"[1669100.0, 748000.0, 270100.0]","[37302, 40856, 51883]","['DE ', 'LU ', 'IT ']","['Germany', 'Luxembourg', 'Italy']","[0.62113, 0.27836, 0.10051]","[1, 2, 3]","['Majority', 'Minority', 'Minority']"
8887,21-176-F,2021,Phuketgrad,Phuketgrad,Phuketgrad,,Fiction,Comedy,Inelegible,Withdrawal Producer,1,0,8360000.0,,['Jan Josef Liefers'],"[2712214.0, 5647786.0]","[41083, 51772]","['HU ', 'DE ']","['Hungary', 'Germany']","[0.32443, 0.67557]","[2, 1]","['Minority', 'Majority']"
8888,21-177-F,2021,Club Zero,Club Zéro,Club Zero,2021-12-08 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,5235582.0,,['Jessica Hausner'],"[3374227.0, 757957.0, 1572966.0, 1261960.0]","[69, 12463, 14256, 52139]","['AT ', 'FR ', 'DE ', 'UK ']","['Austria', 'France', 'Germany', 'United Kingdom']","[0.64448, 0.14477, 0.30044, 0.24104]","[1, 6, 3, 4]","['Majority', 'Minority', 'Minority', 'Minority']"
8889,21-178-F,2021,Cosmos,Cosmos,Cosmos,2021-12-08 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,2701161.0,,['Germinal Roaux'],"[1856343.0, 299000.0, 545818.0]","[31056, 34126, 51906]","['CH ', 'FR ', 'MX ']","['Switzerland', 'France', 'Mexico']","[0.68724, 0.11069, 0.20207]","[1, 3, 2]","['Majority', 'Minority', 'Minority']"
8890,21-179-F,2021,Holly,Holly,Holly,2021-12-08 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,2422954.0,,['Fien Troch'],"[1937667.0, 485287.0]","[16892, 27975]","['BE ', 'NL ']","['Belgium', 'Netherlands']","[0.79971, 0.20029]","[1, 2]","['Majority', 'Minority']"
8891,21-180-F,2021,Passages,Passages,Passages,2021-12-08 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,2036209.0,,['Ira Sachs'],"[1623209.0, 413000.0]","[26317, 52045]","['FR ', 'DE ']","['France', 'Germany']","[0.79717, 0.20283]","[1, 2]","['Majority', 'Minority']"
8892,21-181-C,2021,Titian. The First Art Entrepreneur,Titien. Le Premier Entrepreneur de l'Art,Titian. The First Art Entrepreneur,2021-12-08 00:00:00.000,Documentary,Drama,Rejected,Eligible,0,0,531225.0,,"['Laura Chiossone', 'Giulio Boato']","[110000.0, 421225.0]","[28869, 51648]","['DE ', 'IT ']","['Germany', 'Italy']","[0.20707, 0.79293]","[2, 1]","['Minority', 'Majority']"
8893,21-182-F,2021,Allah n'est pas obligé,Allah n'est pas obligé,Allah is not obliged,2021-12-08 00:00:00.000,Animation,Drama,Supported,Eligible,1,0,5136360.0,,['Zaven Najjar'],"[1146500.0, 1682560.0, 3079246.0, 664413.0]","[12519, 18230, 44402, 55787]","['BE ', 'LU ', 'FR ', 'CA ']","['Belgium', 'Luxembourg', 'France', 'Canada']","[0.22321, 0.32758, 0.5995, 0.12935]","[4, 3, 1, 6]","['Minority', 'Minority', 'Majority', 'Minority']"
8894,21-183-F,2021,Emma and the Death's Head (Ema a smrtihlav),Ema et le tête de mort,Emma and the Death's Head,2021-12-08 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,2087000.0,,['Iveta Grofova'],"[586100.0, 1500900.0]","[336, 26197]","['CZ ', 'SK ']","['Czech Republic', 'Slovakia']","[0.28083, 0.71917]","[2, 1]","['Minority', 'Majority']"
8894,21-183-F,2021,Hungarian Dressmaker (ex Emma and the Death's Head) (Ema a smrtihlav),Ema et le tête de mort,Emma and the Death's Head,2021-12-08 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,2087000.0,,['Iveta Grofova'],"[586100.0, 1500900.0]","[336, 26197]","['CZ ', 'SK ']","['Czech Republic', 'Slovakia']","[0.28083, 0.71917]","[2, 1]","['Minority', 'Majority']"
8895,21-184-F,2021,Of Unwanted Things and People (O nepotrebnych vecech a lidech),Of Unwanted Things and People,Of Unwanted Things and People,2021-12-08 00:00:00.000,Animation,Drama,Supported,Eligible,0,0,2375363.0,,"['Jean-Claude Rozec', 'David Sukup', 'Leon Vidmar', 'Patrik Pass Jr.']","[605974.0, 508750.0, 735303.0, 525335.0]","[21252, 29383, 45595, 51788]","['CZ ', 'SK ', 'FR ', 'SI ']","['Czech Republic', 'Slovakia', 'France', 'Slovenia']","[0.25511, 0.21418, 0.30955, 0.22116]","[4, 6, 2, 5]","['Minority', 'Minority', 'Minority', 'Minority']"
8896,21-185-F,2021,The Damned,,The Damned,,Fiction,Thriller,Inelegible,Withdrawal Producer,1,0,5120782.0,,['Thordur Palsson'],"[1061000.0, 3418532.0, 641250.0]","[32176, 49527, 52068]","['BE ', 'IE ', 'UK ']","['Belgium', 'Ireland', 'United Kingdom']","[0.20719, 0.66758, 0.12523]","[2, 1, 3]","['Minority', 'Majority', 'Minority']"
8897,21-186-C,2021,My Land My Strength (Nha terra nha força),Nha terra nha força,My Land my Strength,,Documentary,Drama,Inelegible,Withdrawal Producer,0,1,205791.0,,['Paulo Carneiro'],"[114300.0, 56628.0, 34863.0]","[51625, 51635, 51765]","['PT ', 'FR ', 'UY ']","['Portugal', 'France', 'Uruguay']","[0.55542, 0.27517, 0.16941]","[1, 2, 3]","['Majority', 'Minority', 'Minority']"
8898,21-187-F,2021,The Flood,,The Flood,2021-12-08 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,611176.0,,['Ivan Tverdovsky'],"[122235.0, 488941.0]","[19318, 34814]","['LT ', 'RU ']","['Lithuania', 'Russia']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']"
8899,21-188-C,2021,Finding la Singla (En busca de la Singla),À la recherche de la Singla,Finding la Singla,2021-12-08 00:00:00.000,Documentary,Drama,Rejected,Eligible,0,0,410130.0,,['Paloma Zapata'],"[91130.0, 319000.0]","[30021, 48789]","['DE ', 'ES ']","['Germany', 'Spain']","[0.2222, 0.7778]","[2, 1]","['Minority', 'Majority']"
8900,21-189-F,2021,La Bête dans la jungle,La Bête dans la jungle,The Beast in the jungle,2021-12-08 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,2441215.0,,['Patric Chiha'],"[1037297.0, 445266.0, 958652.0]","[12448, 16907, 24313]","['FR ', 'AT ', 'BE ']","['France', 'Austria', 'Belgium']","[0.42491, 0.1824, 0.39269]","[1, 3, 2]","['Majority', 'Minority', 'Minority']"
8901,21-190-F,2021,Ebba,Ebba,Ebba,,Fiction,Drama,Inelegible,Withdrawal Producer,1,0,1122090.0,,['Johanna Pyykko'],"[301713.0, 820377.0]","[42774, 43699]","['FR ', 'NO ']","['France', 'Norway']","[0.26888, 0.73112]","[2, 1]","['Minority', 'Majority']"
8903,21-192-C,2021,Les enfants du large,Les enfants du large,Sailing Off the Edge,2021-12-08 00:00:00.000,Documentary,Drama,Supported,Eligible,1,0,1082798.0,,['Virginia Tangvald'],"[208596.0, 822966.0]","[33893, 51629]","['FR ', 'CA ']","['France', 'Canada']","[0.19265, 0.76004]","[4, 2]","['Minority', 'Minority']"
8904,21-193-C,2021,The Land you belong,The Land you belong,The Land you belong,2021-12-08 00:00:00.000,Documentary,Drama,Supported,Eligible,1,0,264282.0,,['Elena Rebeca Carini'],"[185541.0, 79504.0]","[39114, 43744]","['IT ', 'RO ']","['Italy', 'Romania']","[0.70206, 0.30083]","[1, 3]","['Majority', 'Minority']"
8905,21-194-F,2021,Trust Falls,Déraillé,Trust Falls,,Fiction,Drama,Inelegible,Withdrawal Producer,0,0,683706.0,,"['Eduardo Pinto', 'Guadalupe Yepes']","[292126.0, 316859.0, 74721.0]","[29436, 36891, 43337]","['ES ', 'AR ', 'MK ']","['Spain', 'Argentina', 'North Macedonia']","[0.42727, 0.46344, 0.10929]","[2, 1, 3]","['Minority', 'Majority', 'Minority']"
8906,21-195-F,2021,Linda veut du poulet !,Linda veut du poulet !,Chicken for Linda,2021-12-08 00:00:00.000,Animation,Drama,Supported,Eligible,0,1,2685708.0,,"['Sebastien Laudenbach', 'Chiara Malta']","[1943700.0, 500920.0]","[17046, 42915]","['FR ', 'IT ']","['France', 'Italy']","[0.72372, 0.18651]","[2, 4]","['Minority', 'Minority']"
8907,21-196-F,2021,La Colline Parfumée,La Colline Parfumée,Black Tea (ex The Perfumed Hill),2021-12-08 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,6365007.0,,['Abderrahmane Sissako'],"[1960422.0, 4404585.0]","[9795, 47507]","['LU ', 'FR ']","['Luxembourg', 'France']","[0.308, 0.692]","[3, 2]","['Minority', 'Minority']"
8908,21-197-F,2021,Alpha,Alpha,Alpha,2021-12-08 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,2435255.0,,['Jan-Willem Van Ewijk'],"[1671918.0, 763337.0]","[35708, 42523]","['NL ', 'CH ']","['Netherlands', 'Switzerland']","[0.68655, 0.31345]","[1, 2]","['Majority', 'Minority']"
